server_id,timestamp,cpu_pct,mem_pct
server_1,20:52:00,87.78,93.74
server_1,20:52:05,24.23,45.92
server_1,20:52:10,81.75,6.24
server_1,20:52:15,41.08,59.2
server_1,20:52:20,25.24,0.0
server_1,20:52:25,78.77,51.6
server_1,20:52:30,90.8,4.28
server_1,20:52:35,29.77,28.63
server_1,20:52:40,29.31,49.34
server_1,20:52:45,97.84,29.74
server_1,20:52:50,38.76,32.71
server_1,20:52:55,37.65,21.91
server_1,20:53:00,67.52,60.38
server_1,20:53:05,88.8,16.98
server_1,20:53:10,27.11,34.2
server_1,20:53:15,33.97,25.45
server_1,20:53:20,41.73,30.51
server_1,20:53:25,32.47,43.61
server_1,20:53:30,15.7,97.8
server_1,20:53:35,67.86,48.09
server_1,20:53:40,67.35,57.77
server_1,20:53:45,27.84,45.54
server_1,20:53:50,72.33,53.85
server_1,20:53:55,20.48,92.05
server_1,20:54:00,26.44,41.51
server_1,20:54:05,21.48,87.79
server_1,20:54:10,21.47,84.35
server_1,20:54:15,29.93,27.18
server_1,20:54:20,90.12,14.53
server_1,20:54:25,95.97,18.92
server_1,20:54:30,90.41,81.59
server_1,20:54:35,6.77,88.09
server_1,20:54:40,84.06,28.92
server_1,20:54:45,59.59,60.75
server_1,20:54:50,60.84,55.45
server_1,20:54:55,31.84,38.03
server_1,20:55:00,48.14,48.93
server_1,20:55:05,47.59,71.57
server_1,20:55:10,56.87,52.01
server_1,20:55:15,55.48,50.01
server_1,20:55:20,64.33,53.03
server_1,20:55:25,29.26,44.43
server_1,20:55:30,44.91,40.46
server_1,20:55:35,94.79,86.01
server_1,20:55:40,99.75,80.63
server_1,20:55:45,12.46,84.84
server_1,20:55:50,44.03,46.8
server_1,20:55:55,88.86,14.01
server_1,20:56:00,95.43,85.01
server_1,20:56:05,60.8,63.76
server_1,20:56:10,20.01,89.67
server_1,20:56:15,89.19,9.75
server_1,20:56:20,91.01,0.24
server_1,20:56:25,43.99,52.06
server_1,20:56:30,40.45,46.4
server_1,20:56:35,62.85,84.93
server_1,20:56:40,43.32,40.3
server_1,20:56:45,52.31,67.34
server_1,20:56:50,53.18,55.24
server_1,20:56:55,37.11,35.17
server_1,20:57:00,57.16,44.87
server_1,20:57:05,22.16,42.97
server_1,20:57:10,21.01,89.17
server_1,20:57:15,30.6,39.96
server_1,20:57:20,84.03,19.18
server_1,20:57:25,9.38,89.61
server_1,20:57:30,44.18,39.48
server_1,20:57:35,46.23,40.51
server_1,20:57:40,65.16,35.51
server_1,20:57:45,29.69,41.75
server_1,20:57:50,63.27,40.55
server_1,20:57:55,31.99,29.32
server_1,20:58:00,54.46,45.17
server_1,20:58:05,22.91,20.01
server_1,20:58:10,66.6,37.3
server_1,20:58:15,57.38,67.47
server_1,20:58:20,56.89,65.94
server_1,20:58:25,87.5,8.35
server_1,20:58:30,44.19,36.86
server_1,20:58:35,42.56,29.56
server_1,20:58:40,57.75,47.42
server_1,20:58:45,79.22,40.53
server_1,20:58:50,48.22,35.36
server_1,20:58:55,26.9,38.46
server_1,20:59:00,46.12,47.64
server_1,20:59:05,88.86,22.55
server_1,20:59:10,24.23,84.02
server_1,20:59:15,65.2,68.37
server_1,20:59:20,66.59,31.79
server_1,20:59:25,13.23,90.52
server_1,20:59:30,40.86,41.68
server_1,20:59:35,87.25,90.5
server_1,20:59:40,64.96,75.27
server_1,20:59:45,46.57,63.55
server_1,20:59:50,62.26,67.12
server_1,20:59:55,45.56,46.56
server_1,21:00:00,52.56,54.13
server_1,21:00:05,50.95,40.83
server_1,21:00:10,8.13,80.66
server_1,21:00:15,18.59,98.95
server_1,21:00:20,46.09,37.2
server_1,21:00:25,17.18,91.13
server_1,21:00:30,93.98,92.58
server_1,21:00:35,56.28,70.0
server_1,21:00:40,45.87,57.02
server_1,21:00:45,62.83,77.99
server_1,21:00:50,41.49,60.94
server_1,21:00:55,51.72,38.22
server_1,21:01:00,62.59,60.99
server_1,21:01:05,66.32,45.75
server_1,21:01:10,50.45,58.33
server_1,21:01:15,60.84,58.09
server_1,21:01:20,32.71,25.14
server_1,21:01:25,53.57,51.96
server_1,21:01:30,63.86,63.22
server_1,21:01:35,66.96,53.49
server_1,21:01:40,43.5,63.78
server_1,21:01:45,98.14,83.9
server_1,21:01:50,5.52,94.53
server_1,21:01:55,69.73,74.61
server_1,21:02:00,63.84,69.38
server_1,21:02:05,68.56,82.9
server_1,21:02:10,86.68,16.45
server_1,21:02:15,36.96,39.1
server_1,21:02:20,68.57,86.6
server_1,21:02:25,37.72,41.33
server_1,21:02:30,29.49,35.48
server_1,21:02:35,45.49,46.63
server_1,21:02:40,46.28,53.52
server_1,21:02:45,22.87,34.81
server_1,21:02:50,68.21,77.58
server_1,21:02:55,74.77,45.55
server_1,21:03:00,56.93,75.42
server_1,21:03:05,20.6,98.88
server_1,21:03:10,58.69,57.17
server_1,21:03:15,57.34,47.87
server_1,21:03:20,57.29,77.55
server_1,21:03:25,54.53,69.65
server_1,21:03:30,89.57,91.09
server_1,21:03:35,88.04,86.01
server_1,21:03:40,84.98,28.0
server_1,21:03:45,88.93,83.26
server_1,21:03:50,64.1,55.06
server_1,21:03:55,47.28,39.59
server_1,21:04:00,20.29,22.1
server_1,21:04:05,47.79,30.29
server_1,21:04:10,62.31,66.25
server_1,21:04:15,45.06,56.27
server_1,21:04:20,97.47,94.58
server_1,21:04:25,59.1,53.76
server_1,21:04:30,29.76,89.34
server_1,21:04:35,68.61,81.87
server_1,21:04:40,41.58,58.0
server_1,21:04:45,54.1,53.35
server_1,21:04:50,68.45,77.16
server_1,21:04:55,47.77,57.48
server_1,21:05:00,44.17,55.69
server_1,21:05:05,3.58,86.77
server_1,21:05:10,48.48,62.15
server_1,21:05:15,63.27,41.3
server_1,21:05:20,52.38,50.79
server_1,21:05:25,50.03,40.34
server_1,21:05:30,64.66,54.3
server_1,21:05:35,60.87,35.54
server_1,21:05:40,12.52,84.38
server_1,21:05:45,30.69,33.76
server_1,21:05:50,24.84,28.55
server_1,21:05:55,48.78,51.36
server_1,21:06:00,45.46,46.74
server_1,21:06:05,59.82,54.31
server_1,21:06:10,34.71,40.9
server_1,21:06:15,38.29,31.37
server_1,21:06:20,49.85,72.64
server_1,21:06:25,28.73,33.94
server_1,21:06:30,41.88,43.2
server_1,21:06:35,6.68,84.54
server_1,21:06:40,24.44,7.81
server_1,21:06:45,25.15,22.4
server_1,21:06:50,28.05,32.48
server_1,21:06:55,29.91,34.83
server_1,21:07:00,47.5,24.04
server_1,21:07:05,87.94,90.73
server_1,21:07:10,78.07,52.39
server_1,21:07:15,53.49,57.71
server_1,21:07:20,25.03,98.84
server_1,21:07:25,90.42,14.05
server_1,21:07:30,51.18,46.18
server_1,21:07:35,20.07,81.42
server_1,21:07:40,20.35,40.79
server_1,21:07:45,66.55,77.54
server_1,21:07:50,87.31,1.8
server_1,21:07:55,21.99,34.63
server_1,21:08:00,54.11,61.73
server_1,21:08:05,44.53,22.01
server_1,21:08:10,38.0,45.91
server_1,21:08:15,51.6,40.2
server_1,21:08:20,66.21,74.37
server_1,21:08:25,62.31,40.41
server_1,21:08:30,31.13,24.26
server_1,21:08:35,70.77,30.41
server_1,21:08:40,49.68,48.27
server_1,21:08:45,17.82,93.74
server_1,21:08:50,93.6,21.0
server_1,21:08:55,40.07,40.91
server_1,21:09:00,1.26,91.57
server_1,21:09:05,96.13,20.32
server_1,21:09:10,33.68,68.66
server_1,21:09:15,25.27,34.52
server_1,21:09:20,55.77,49.78
server_1,21:09:25,5.96,88.69
server_1,21:09:30,63.59,68.47
server_1,21:09:35,35.38,44.01
server_1,21:09:40,97.41,14.17
server_1,21:09:45,67.02,42.82
server_1,21:09:50,63.15,64.51
server_1,21:09:55,96.68,10.29
server_1,21:10:00,84.09,19.99
server_1,21:10:05,93.13,80.69
server_1,21:10:10,98.37,7.61
server_1,21:10:15,33.4,43.09
server_1,21:10:20,28.6,40.91
server_1,21:10:25,62.05,47.37
server_1,21:10:30,48.39,65.13
server_1,21:10:35,28.57,34.0
server_1,21:10:40,30.47,46.72
server_1,21:10:45,86.13,83.52
server_1,21:10:50,73.41,32.81
server_1,21:10:55,39.11,36.42
server_1,21:11:00,69.05,54.0
server_1,21:11:05,68.97,77.06
server_1,21:11:10,64.74,79.8
server_1,21:11:15,12.84,92.52
server_1,21:11:20,89.95,20.44
server_1,21:11:25,59.78,50.37
server_1,21:11:30,20.36,18.41
server_1,21:11:35,27.25,20.48
server_1,21:11:40,86.34,27.65
server_1,21:11:45,12.53,99.31
server_1,21:11:50,52.73,52.7
server_1,21:11:55,80.36,1.02
server_1,21:12:00,54.51,59.77
server_1,21:12:05,50.49,61.05
server_1,21:12:10,32.64,35.12
server_1,21:12:15,40.31,40.85
server_1,21:12:20,25.94,28.06
server_1,21:12:25,54.96,53.05
server_1,21:12:30,55.16,75.82
server_1,21:12:35,93.86,97.32
server_1,21:12:40,78.77,51.01
server_1,21:12:45,17.54,86.96
server_1,21:12:50,93.26,3.47
server_1,21:12:55,79.94,45.6
server_1,21:13:00,39.7,35.94
server_1,21:13:05,32.66,37.56
server_1,21:13:10,69.06,40.72
server_1,21:13:15,21.27,27.04
server_1,21:13:20,56.83,45.73
server_1,21:13:25,92.3,87.81
server_1,21:13:30,86.6,90.57
server_1,21:13:35,46.38,29.65
server_1,21:13:40,49.1,68.88
server_1,21:13:45,67.76,40.56
server_1,21:13:50,62.96,40.45
server_1,21:13:55,34.29,44.38
server_1,21:14:00,8.03,95.85
server_1,21:14:05,64.11,43.14
server_1,21:14:10,16.14,89.26
server_1,21:14:15,66.91,59.4
server_1,21:14:20,15.28,94.83
server_1,21:14:25,95.29,82.43
server_1,21:14:30,30.65,38.96
server_1,21:14:35,99.9,7.06
server_1,21:14:40,78.71,48.66
server_1,21:14:45,62.34,51.1
server_1,21:14:50,68.3,93.63
server_1,21:14:55,42.03,49.7
server_1,21:15:00,49.12,67.37
server_1,21:15:05,33.32,24.02
server_1,21:15:10,31.24,45.23
server_1,21:15:15,48.5,46.24
server_1,21:15:20,67.23,50.63
server_1,21:15:25,42.24,55.73
server_1,21:15:30,64.6,72.32
server_1,21:15:35,39.23,45.57
server_1,21:15:40,33.92,36.1
server_1,21:15:45,65.71,81.29
server_1,21:15:50,88.71,91.52
server_1,21:15:55,23.9,44.23
server_1,21:16:00,21.04,13.98
server_1,21:16:05,11.58,83.98
server_1,21:16:10,54.54,41.29
server_1,21:16:15,83.56,16.6
server_1,21:16:20,54.81,52.83
server_1,21:16:25,89.46,20.73
server_1,21:16:30,45.99,57.18
server_1,21:16:35,47.86,51.29
server_1,21:16:40,65.26,60.12
server_1,21:16:45,93.98,26.8
server_1,21:16:50,48.2,52.79
server_1,21:16:55,35.46,42.24
server_1,21:17:00,30.63,36.65
server_1,21:17:05,34.58,24.72
server_1,21:17:10,63.28,54.39
server_1,21:17:15,37.93,47.93
server_1,21:17:20,38.03,37.36
server_1,21:17:25,60.87,43.92
server_1,21:17:30,22.68,10.49
server_1,21:17:35,64.48,77.14
server_1,21:17:40,40.95,37.3
server_1,21:17:45,64.31,82.59
server_1,21:17:50,85.56,90.49
server_1,21:17:55,98.16,91.79
server_1,21:18:00,96.62,3.22
server_1,21:18:05,63.37,40.54
server_1,21:18:10,27.44,30.35
server_1,21:18:15,25.64,35.27
server_1,21:18:20,50.89,63.15
server_1,21:18:25,22.7,93.16
server_1,21:18:30,51.93,39.5
server_1,21:18:35,89.85,83.56
server_1,21:18:40,51.5,68.39
server_1,21:18:45,21.65,15.66
server_1,21:18:50,20.11,88.02
server_1,21:18:55,54.96,40.87
server_1,21:19:00,3.15,91.39
server_1,21:19:05,30.84,48.15
server_1,21:19:10,88.41,87.5
server_1,21:19:15,88.21,94.13
server_1,21:19:20,34.9,36.14
server_1,21:19:25,92.54,80.82
server_1,21:19:30,58.07,53.66
server_1,21:19:35,87.16,94.57
server_1,21:19:40,46.29,36.76
server_1,21:19:45,47.84,63.16
server_1,21:19:50,93.01,6.59
server_1,21:19:55,52.46,56.21
server_1,21:20:00,86.89,88.93
server_1,21:20:05,68.93,72.62
server_1,21:20:10,94.1,95.78
server_1,21:20:15,20.23,32.52
server_1,21:20:20,88.08,92.94
server_1,21:20:25,33.01,33.63
server_1,21:20:30,29.65,95.93
server_1,21:20:35,6.48,95.11
server_1,21:20:40,20.17,17.87
server_1,21:20:45,39.43,41.56
server_1,21:20:50,85.99,11.42
server_1,21:20:55,57.37,55.31
server_1,21:21:00,46.46,47.36
server_1,21:21:05,60.78,59.9
server_1,21:21:10,44.32,50.6
server_1,21:21:15,25.9,30.84
server_1,21:21:20,95.66,85.41
server_1,21:21:25,27.6,45.06
server_1,21:21:30,26.18,25.37
server_1,21:21:35,65.8,61.45
server_1,21:21:40,88.01,83.6
server_1,21:21:45,92.76,89.52
server_1,21:21:50,89.85,27.92
server_1,21:21:55,68.58,57.32
server_1,21:22:00,27.6,26.84
server_1,21:22:05,92.51,17.21
server_1,21:22:10,54.49,65.27
server_1,21:22:15,74.55,35.51
server_1,21:22:20,99.6,81.3
server_1,21:22:25,56.15,73.51
server_1,21:22:30,48.02,55.49
server_1,21:22:35,69.03,79.18
server_1,21:22:40,51.52,39.05
server_1,21:22:45,50.21,45.96
server_1,21:22:50,30.24,38.73
server_1,21:22:55,11.65,85.17
server_1,21:23:00,73.26,48.75
server_1,21:23:05,27.84,18.01
server_1,21:23:10,90.44,9.36
server_1,21:23:15,60.03,65.31
server_1,21:23:20,34.56,37.24
server_1,21:23:25,62.36,44.05
server_1,21:23:30,41.84,49.64
server_1,21:23:35,58.34,57.13
server_1,21:23:40,35.42,35.4
server_1,21:23:45,3.9,81.05
server_1,21:23:50,23.49,25.39
server_1,21:23:55,5.67,91.59
server_1,21:24:00,93.68,14.97
server_1,21:24:05,95.82,90.93
server_1,21:24:10,90.08,14.92
server_1,21:24:15,46.21,60.04
server_1,21:24:20,40.71,48.84
server_1,21:24:25,43.3,41.52
server_1,21:24:30,20.36,24.33
server_1,21:24:35,87.6,86.45
server_1,21:24:40,24.89,22.96
server_1,21:24:45,85.53,26.73
server_1,21:24:50,37.35,38.24
server_1,21:24:55,74.27,42.33
server_1,21:25:00,95.13,90.86
server_1,21:25:05,90.49,25.89
server_1,21:25:10,14.78,93.24
server_1,21:25:15,48.45,42.93
server_1,21:25:20,24.92,33.18
server_1,21:25:25,97.21,91.71
server_1,21:25:30,23.17,50.41
server_1,21:25:35,51.59,60.83
server_1,21:25:40,69.68,54.97
server_1,21:25:45,41.6,54.35
server_1,21:25:50,69.63,78.14
server_1,21:25:55,5.05,92.66
server_1,21:26:00,64.78,84.95
server_1,21:26:05,65.38,58.61
server_1,21:26:10,92.29,80.68
server_1,21:26:15,21.77,31.14
server_1,21:26:20,40.69,54.63
server_1,21:26:25,57.18,47.54
server_1,21:26:30,96.92,25.21
server_1,21:26:35,14.68,86.9
server_1,21:26:40,21.36,92.14
server_1,21:26:45,41.46,52.04
server_1,21:26:50,48.39,22.34
server_1,21:26:55,69.36,39.91
server_1,21:27:00,63.41,59.5
server_1,21:27:05,47.9,53.28
server_1,21:27:10,52.27,38.29
server_1,21:27:15,51.51,65.16
server_1,21:27:20,58.0,67.13
server_1,21:27:25,57.5,49.49
server_1,21:27:30,33.53,20.79
server_1,21:27:35,68.24,34.05
server_1,21:27:40,30.77,16.1
server_1,21:27:45,35.23,22.41
server_1,21:27:50,64.13,52.27
server_1,21:27:55,22.58,32.04
server_1,21:28:00,65.93,47.14
server_1,21:28:05,40.36,42.48
server_1,21:28:10,85.8,88.2
server_1,21:28:15,28.18,97.35
server_1,21:28:20,55.44,72.2
server_1,21:28:25,98.26,95.08
server_1,21:28:30,85.7,99.2
server_1,21:28:35,15.67,82.42
server_1,21:28:40,92.66,82.97
server_1,21:28:45,21.96,37.94
server_1,21:28:50,23.69,30.68
server_1,21:28:55,99.0,94.32
server_1,21:29:00,7.5,92.42
server_1,21:29:05,88.88,11.66
server_1,21:29:10,25.11,42.66
server_1,21:29:15,25.06,94.4
server_1,21:29:20,44.0,50.0
server_1,21:29:25,37.73,43.64
server_1,21:29:30,39.96,35.44
server_1,21:29:35,56.61,65.51
server_1,21:29:40,65.54,81.36
server_1,21:29:45,63.97,68.36
server_1,21:29:50,42.23,44.0
server_1,21:29:55,33.93,33.89
server_1,21:30:00,31.62,42.55
server_1,21:30:05,58.63,64.32
server_1,21:30:10,51.76,66.88
server_1,21:30:15,59.59,59.43
server_1,21:30:20,39.35,28.12
server_1,21:30:25,27.48,24.6
server_1,21:30:30,44.87,59.69
server_1,21:30:35,21.57,21.26
server_1,21:30:40,28.69,99.08
server_1,21:30:45,92.1,95.07
server_1,21:30:50,21.18,96.74
server_1,21:30:55,96.31,87.22
server_1,21:31:00,95.64,84.26
server_1,21:31:05,65.75,66.94
server_1,21:31:10,65.15,89.83
server_1,21:31:15,94.77,99.66
server_1,21:31:20,69.22,41.01
server_1,21:31:25,58.33,79.15
server_1,21:31:30,45.33,50.04
server_1,21:31:35,52.01,52.46
server_1,21:31:40,32.96,35.03
server_1,21:31:45,83.26,28.2
server_1,21:31:50,50.57,54.56
server_1,21:31:55,32.74,33.58
server_1,21:32:00,44.04,47.06
server_1,21:32:05,52.9,49.79
server_1,21:32:10,21.79,19.31
server_1,21:32:15,93.67,8.97
server_1,21:32:20,16.96,93.72
server_1,21:32:25,96.31,12.8
server_1,21:32:30,35.52,40.39
server_1,21:32:35,61.36,75.58
server_1,21:32:40,98.37,10.84
server_1,21:32:45,66.05,79.06
server_1,21:32:50,99.07,86.58
server_1,21:32:55,23.05,32.91
server_1,21:33:00,53.56,51.21
server_1,21:33:05,99.8,87.85
server_1,21:33:10,85.45,91.06
server_1,21:33:15,8.46,92.92
server_1,21:33:20,77.19,33.8
server_1,21:33:25,88.59,84.46
server_1,21:33:30,32.12,43.21
server_1,21:33:35,66.03,33.84
server_1,21:33:40,89.78,13.81
server_1,21:33:45,69.41,61.94
server_1,21:33:50,48.88,41.5
server_1,21:33:55,91.44,95.44
server_1,21:34:00,53.19,63.13
server_1,21:34:05,63.23,52.89
server_1,21:34:10,27.07,39.04
server_1,21:34:15,55.1,48.06
